ID,Isi Berita,Label
102,"Presiden Prabowo Subianto mencopot Purbaya Yudhi Sadewa dari jabatan Menteri Keuangan (Menkeu). Purbaya menjabat Menkeu selama setahun sejak dilantik Prabowo pada 8 September 2025.
Purbaya digantikan Suahasil Nazara, yang sebelumnya menjabat Wakil Menteri Keuangan. Suahasil dilantik Prabowo di Istana Negara, Jakarta, pada Senin sore 14 September 2026.
Usai dilantik, Suahasil mengaku mendapatkan arahan khusus dari Prabowo untuk menjaga kesehatan keuangan negara.
""Arahan khusus dari Bapak Presiden adalah untuk menjaga keuangan negara. Artinya, menjaga kesehatannya, menjaga kredibilitas dari keuangan negara tersebut,"" ujar Suahasil usai dilantik di Istana Negara, Jakarta, Senin (14/9/2026).
| Suahasil Nazara (kiri) mengucapkan sumpah jabatan saat dilantik sebagai Menteri Keuangan di Istana Negara, Jakarta, Senin (14/9/2026). Presiden Prabowo melantik Suahasil Nazara menjadi Menteri Keuangan Kabinet Merah Putih sisa masa jabatan 2024–2029 menggantikan Purbaya Yudhi Sadewa. ANTARA FOTO/Aditya Pradana Putra/sgd/tom. Foto: ANTARA FOTO/Aditya Pradana Putra | 
Suahasil menilai penunjukannya sebagai Menkeu bukan perubahan besar-besaran. Sebab, selama ini dirinya mendampingi Purbaya sebagai Wakil Menteri Keuangan.
Suahasil juga menjamin menjaga defisit APBN di bawah 3%, di tengah masifnya pengeluaran pemerintah untuk membiayai proyek besar.
""Defisit akan tetap di bawah 3%,"" tutur Suahasil meyakinkan.
Bersambung ke halaman berikutnya soal setahun Purbaya.
Kembali ke Purbaya, panggilan tugasnya datang ketika ekonomi Indonesia tengah tertekan dan dibayangi pesimisme pada awal September 2025. Dengan gaya komunikasi 'koboi' yang ceplas-ceplos dan penuh kejutan, Purbaya mengeluarkan sejumlah kebijakan tak biasa.
Beberapa kebijakan out of the box-nya mulai dari menggelontorkan Rp 200 triliun dana pemerintah ke Himbara hingga memelototi belanja kementerian/lembaga.
Setahun berlalu, pertumbuhan ekonomi memang terlihat lebih tinggi setelah Purbaya menjabat. Rata-rata pertumbuhan empat kuartal sebelum Purbaya sekitar 4,99%, sementara empat kuartal setelahnya mencapai 5,33%, atau naik 0,34 poin persentase.
""Kalau desainnya sesuai dengan yang saya dan pak presiden inginkan saat itu, harusnya kita sudah tumbuh lebih cepat. Harusnya kita sudah di kisaran 6%,"" kata Purbaya kepada detikcom dalam sebuah wawancara khusus, Selasa (8/9/2026).
Purbaya juga sempat mengeluarkan beberapa kebijakan yang jadi sorotan, mulai dari pembiayaan kredit modal Koperasi Desa Merah Putih dengan Dana Desa, hingga mengambil alih utang proyek Kereta Cepat Jakarta-Bandung.
Simak Video 'Apa Kebijakan Purbaya yang Bakal Ditinjau Ulang? Ini Kata Menkeu Suahasil':",finance
103,"Putra Purbaya Yudhi Sadewa, Yudo Achilles Sadewa, buka suara usai ayahnya dicopot dari jabatan Menteri Keuangan (Menkeu). Mengutip dari akun Instagram detikcom, yang melansir akun media sosial Yudo, dia mengatakan ayahnya kini bisa tidur nyenyak lagi.
""Guys, akhirnya bapak bisa tidur nyenyak guys,"" ujar Yudo, dikutip Senin (14/9/2026).
Yudo juga mengatakan, Purbaya akan menjadi trader setelah tak lagi menjabat Menkeu.
""Jadi trader lagi guys, nggak jadi menteri lagi guys. Balik jadi trader,"" tutur Yudo.
Sebagai informasi, Purbaya menjabat Menteri Keuangan sekitar setahun, sejak dilantik Presiden Prabowo Subianto pada 8 September 2025.
Pada Senin (14/9/2026), Prabowo mencopot Purbaya dan menggantikannya dengan Suahasil Nazara, yang selama ini menjabat Wakil Menteri Keuangan.
Usai dilantik, Suahasil mendapatkan arahan khusus dari Prabowo untuk menjaga kesehatan keuangan negara.
Simak Video 'Tiba-tiba Purbaya Direshuffle: Isu Masalah Internal-Ditelepon Pas Rapat':
(hns/hns)",finance
104,"Kondisi Pasar Nangka Bungur, Kemayoran, Jakarta Pusat kini sepi bak mati suri usai ditinggalkan para pedagang dan pembeli. Banyak kios di dalam bangunan pasar dibiarkan kosong tak terisi dengan pintu-pintu besi tertutup rapat.
Berdasarkan pantauan detikcom Senin kemarin, Pasar Nangka Bungur berada tepat di Jl. Kalibaru Timur dekat persimpangan dengan Jl. Kalibaru Timur V. Di dekat jalan, pengunjung bisa dengan mudah melihat deretan lapak-lapak pedagang.
Di kanan-kiri ini, terdapat berbagai jenis lapak dagangan mulai dari sayuran, daging ayam dan sapi, bumbu masak, buah, hingga keperluan sehari-hari. Singkatnya, hampir semua jenis barang dagangan pasar ada di pinggir jalan ini.
Meski matahari sudah sampai puncaknya, pengunjung datang silih berganti dengan motor dan berhenti di depan lapak-lapak pinggir jalan tersebut. Mereka membeli berbagai produk, kemudian langsung meninggalkan area depan pasar.
Kondisi ini sangat jauh berbeda dengan kawasan di dalam bangunan Pasar Nangka Bungur. Di depan bangunan pasar, berdiri tiga bangunan kecil berbahan beton tanpa cat menutup pintu masuk utama pasar.
Bangunan ini adalah pasar penampungan sementara untuk pedagang pasar lain yang sedang di renovasi. Namun, dari sekian lapak yang ada, hanya ada dua kios yang buka dan sisanya tutup permanen.
Jauh berbeda dengan kondisi lapak yang ada di jalan depan, lorong-lorong sekitar pasar penampungan ini sangat sepi dan hampir tidak ada orang yang melintas. Menunjukkan bagaimana para pengunjung pasar hanya berbelanja di lapak-lapak pinggir jalan dan enggan masuk ke dalam bangunan pasar yang sesungguhnya.
Kondisi ini semakin parah saat memasuki bangunan utama pasar. Lorong-lorong di dalam bangunan tampak sangat lengang dengan mayoritas kios yang mengapit jalan setapak berlantai keramik putih itu tertutup rapat oleh rolling door besi.
Secara keseluruhan, di dalam bangunan pasar dua tingkat ini hanya terlihat kurang dari 20 lapak buka. Di lantai dasar terlihat ada 1 lapak sayuran, 4 lapak sembako, 1 lapak sepatu dan tumbler, 1 lapak produk kecantikan, dan 2 lapak perabotan rumah tangga.
Kemudian sisanya di lantai dua banyak diisi oleh sekitar 6 toko emas yang sebagian besar menempati lebih dari satu kios, dan beberapa lapak pakaian dan tas. Sedangkan area pasar basah yang biasanya diisi oleh pedagang sapi semuanya tutup.
""Yang los-los daging segala macam, daging, ayam, ikan semuanya di luar, semuanya di luar,"" kata Narita, seorang pedagang produk kecantikan yang masih membuka kios dalam bangunan Pasar Nangka Bungur.
Kondisi tersebut menjadi gambaran sulitnya pedagang resmi dalam bangunan Pasar Nangka Bungur untuk bertahan di tengah persaingan dengan pedagang yang berjualan di sisi jalan umum.
""Orang jualan di dalam sepi, kasihan dah kita. Sebagian dari dalam ada yang punya lapak di depan terus pindah ke depan. Sisanya ya tutup saja keluar dari pasar,"" ujarnya.
Simak juga Video 'Check: Menyusuri Wajah Baru Pasar Ikan Kramat Jati':
(igo/fdl)",finance
105,"Purbaya Yudhi Sadewa sempat melontarkan pernyataan keras terhadap perusahaan asing yang dinilai meremehkan aturan di Indonesia. Pernyataan ini disampaikan Purbaya saat dirinya masih menjabat Menteri Keuangan (Menkeu)
Purbaya mengaku merasa dihina karena ada perusahaan yang menganggap aturan di Indonesia bisa dibereskan dengan membayar pihak tertentu.
Pernyataan tersebut ternyata menjadi salah satu komentar keras Purbaya menjelang akhir masa jabatannya. Beberapa jam setelahnya, Purbaya terkena reshuffle dan posisinya sebagai Menkeu digantikan Suahasil Nazara.
""Karena orang perusahaan-perusahaan sana tuh menghina saya. Dia bilang gini, nggak ada gunanya kita ikuti peraturan Indonesia, orang Indonesia nggak akan bisa berubah. Dibayar, selesai,"" ujar Purbaya dalam rapat dengan Komite IV DPD RI, di Kompleks Parlemen, Jakarta, Senin (14/9/2026).
Purbaya menegaskan tidak akan berkompromi terhadap praktik semacam itu. Eks Ketua Dewan Komisioner Lembaga Penjamin Simpanan (LPS) itu menyatakan siap mengambil tindakan tegas.
""Kita akan hantam yang gitu-gitu. Walaupun saya kelihatan ketawa-ketawa, dalam hati 'kurang ajar! Jadi yang itu saya nggak ada kompromi yang seperti itu,"" tegas Purbaya.
Hal ini diungkap Purbaya di tengah upayanya membenahi cara kerja jajaran perpajakan dalam mengumpulkan penerimaan negara. Purbaya mengakui proses ini menimbulkan keributan namun akan tetap dilakukannya.
""Jadi izin bapak-ibu saya sedang perbaiki di pajak juga, cara kerja mereka mengumpulkan pajak. Ada keributan sedikit-sedikit, tapi nggak apa-apa,"" sebut Purbaya.
Pembenahan akan terus dilakukan untuk meningkatkan penerimaan negara sekaligus menciptakan persaingan yang lebih adil bagi pengusaha domestik. Dengan begitu, kata Purbaya, pelaku usaha dalam negeri dapat terus berkembang dan membuka lebih banyak lapangan pekerjaan.
Saksikan Live DetikPagi:
Simak Video 'Apa Kebijakan Purbaya yang Bakal Ditinjau Ulang? Ini Kata Menkeu Suahasil':
(acd/acd)",finance
106,"Kementerian Koperasi (Kemenkop) mempercepat operasionalisasi Koperasi Desa/Kelurahan Merah Putih (KDKMP) mulai dari sosialisasi teknis, verifikasi fisik fasilitas usaha, dan penempatan manajer profesional.
Percepatan juga dilakukan di lapangan agar operasional KDMP bisa segera dijalankan.
""Kita harus makin gerak cepat di lapangan untuk tahap operasionalisasi,"" ujar Menteri Koperasi (Menkop) Ferry Juliantono dalam keterangan tertulis, Senin (14/9/2026).
Ia menjelaskan langkah pertama mencakup sosialisasi teknis mengenai mekanisme operasionalisasi unit usaha KDKMP di lapangan. Selanjutnya, Kemenkop akan melakukan percepatan proses verifikasi serta validasi fisik bangunan gudang dan gerai hingga tahap penyerahan Berita Acara Serah Terima (BAST).
Terakhir, pemerintah akan segera menempatkan para manajer profesional yang telah direkrut guna mengawal operasionalisasi harian harian koperasi di setiap wilayah.
Hal tersebut disampaikan Ferry saat kunjungan kerja ke Kecamatan Susukan, Kabupaten Banjarnegara, Jawa Tengah, Minggu (13/9/2026).
Ferry menegaskan pemerintah berkomitmen mengembalikan peran strategis koperasi sebagai arus utama (mainstream) perekonomian nasional bersama BUMN dan swasta.
Sementara itu, Bupati Banjarnegara Amalia Desiana menambahkan kesiapan jajaran pemerintah daerah hingga pemerintah desa dalam mendukung penuh keberhasilan operasionalisasi KDKMP di wilayah Banjarnegara.
""Saya berharap KDMP ini bisa menjadi rumah bagi seluruh masyarakat desa untuk bisa mengoptimalkan hasil-hasil bumi, hasil-hasil lokal di wilayahnya masing-masing untuk bisa ditingkatkan nilai jualnya,"" kata Amalia.
Simak juga Video 'Prabowo Bakal Bikin Koperasi Merah Putih Punya Klinik Kesehatan':
(rea/hns)",finance
107,"Kementerian Keuangan (Kemenkeu) akan menggelar acara Serah Terima Jabatan (Sertijab) Menteri Keuangan (Menkeu) dari Purbaya Yudhi Sadewa ke Suahasil Nazara hari ini, Selasa (15/9/2026). Rencananya acara tersebut dilaksanakan pukul 10.30 WIB di Aula Juanda, Gedung Juanda 1 lantai M, Kementerian Keuangan, Jakarta Pusat.
Sebelumnya, Suahasil Nazara dilantik Presiden Prabowo Subianto sebagai Menteri Keuangan menggantikan Purbaya Yudhi Sadewa pada Senin (14/9) di Istana Negara, Jakarta Pusat. Pelantikan dilakukan berdasarkan Keputusan Presiden 97 P Tahun 2026 Pemberhentian dan Pengangkatan Kabinet Merah Putih di sisa masa jabatan 2024-2029.
""Bahwa saya, akan setia kepada Undang-Undang Dasar Negara Republik Indonesia tahun 1945 serta akan menjalankan segala peraturan perundang-undangan dengan selurus-lurusnya demi darmabakti saya kepada bangsa dan negara. Bahwa saya dalam menjalankan tugas jabatan akan menjunjung tinggi etika jabatan, bekerja dengan sebaik-baiknya, dengan penuh rasa tanggung jawab,"" kata Prabowo menyebutkan sumpah jabatan diikuti oleh Suahasil.
Pelantikan Suahasil sebagai Menkeu baru ini menjadi pergantian 'pemain' kedua untuk jabatan bendahara negara. Di mana, Purbaya tercatat menjabat Menkeu selama setahun sejak dilantik Prabowo pada 8 September 2025, menggantikan Sri Mulyani.
Dengan gaya komunikasi 'koboi' yang ceplas-ceplos dan penuh kejutan, Purbaya mengeluarkan sejumlah kebijakan tak biasa. Beberapa kebijakan out of the box-nya mulai dari menggelontorkan Rp 200 triliun dana pemerintah ke Himbara hingga memelototi belanja kementerian/lembaga.
Kemudian Purbaya juga sempat mengeluarkan beberapa kebijakan yang jadi sorotan, mulai dari pembiayaan kredit modal Koperasi Desa Merah Putih dengan Dana Desa, hingga mengambil alih utang proyek Kereta Cepat Jakarta-Bandung.
Setahun berlalu, pertumbuhan ekonomi memang terlihat lebih tinggi setelah Purbaya menjabat. Rata-rata pertumbuhan empat kuartal sebelum Purbaya sekitar 4,99%, sementara empat kuartal setelahnya mencapai 5,33%, atau naik 0,34 poin persentase.
Simak juga Video 'Purbaya Rapat di DPD Sebelum Direshuffle, Sempat Diingatkan Angkat Telepon':
(acd/acd)",finance
108,"Harga emas Antam melanjutkan tren pelemahan sejak akhir pekan kemarin. Hari ini, Selasa (15/9/2026), harga emas Antam 24 karat turun Rp 10.000 per gram menjadi Rp 2.592.000 per gram.
Berdasarkan situs Logam Mulia Antam, Selasa (15/9/2026), satuan harga emas hari ini yang terkecil ukuran 0,5 gram berada di angka Rp 1.346.000. Sementara harga emas 10 gram dijual dengan harga Rp 25.412.000 dan ukuran emas terbesar yakni 1.000 gram (1 kg) dibanderol Rp 2.532.600.000.
Jika ditarik dalam sepekan terakhir, harga emas Antam berada dalam rentang Rp 2.627.000-2.592.000 per gram. Sementara dalam sebulan terakhir, harga emas Antam bergerak dalam rentang Rp 2.675.000-2.592.000 per gram.
Harga emas hari ini untuk buyback emas Antam juga melemah sebesar Rp 15.000 dan berada di level Rp 2.437.000 per gram. Harga buyback adalah jika Anda ingin menjual emas, maka Antam akan membelinya dengan harga tersebut.
Sesuai Peraturan Menteri Keuangan (PMK) Nomor 34 Tahun 2017, pembelian emas batangan akan dikenakan PPh 22 sebesar 0,9%. Jika ingin mendapatkan potongan pajak lebih rendah sebesar 0,45%, harus menyertakan NPWP untuk transaksinya.
Berikut rincian Harga Emas Hari Ini dari Antam 1 Gram hingga 1.000 Gram, Selasa (15/9/2026).
Harga emas 0,5 gram: Rp 1.346.000
Harga emas 1 gram: Rp 2.592.000
Harga emas 2 gram Rp 5.124.000
Harga emas 3 gram Rp 7.661.000
Harga emas 5 gram: Rp 12.735.000
Harga emas 10 gram: Rp 25.415.000
Harga emas 25 gram: Rp 63.412.000
Harga emas 50 gram: Rp 126.745.000
Harga emas 100 gram: Rp 253.412.000
Harga emas 250 gram: Rp 635.265.000
Harga emas 500 gram: Rp 1.266.320.000
Harga emas 1.000 gram: Rp 2.543.600.000
Demikian rincian harga emas hari ini keluaran Antam 1 gram hingga 1.000 gram, Selasa (15/9/2026).
Simak juga Video 'Harga Emas Turun, Harus Apa?':
(hrp/fdl)",finance
109,"Badan Pengurus Pusat Himpunan Pengusaha Muda Indonesia (BPP HIPMI) menyambut penunjukan Suahasil Nazara sebagai Menteri Keuangan (Menkeu). HIPMI menilai pergantian Menkeu harus menjadi momentum untuk memperkuat kepercayaan pelaku usaha dan investor sekaligus memastikan kebijakan fiskal semakin efektif mendorong pertumbuhan ekonomi.
Ketua Umum BPP HIPMI, Ade Jona Prasetyo mengatakan tantangan Menkeu baru bukan hanya menjaga kesehatan APBN, tetapi memastikan kekuatan fiskal benar-benar menghasilkan aktivitas ekonomi baru di sektor riil.
""Dunia usaha membutuhkan dua hal berjalan bersamaan: fiskal yang kredibel dan ekonomi yang terus bergerak. APBN yang sehat penting untuk menjaga kepercayaan, tetapi dampaknya juga harus semakin terasa dalam bentuk investasi baru, proyek yang berjalan, usaha yang berkembang, dan lapangan kerja yang tercipta,"" kata Jona dalam keterangannya, Selasa (15/9/2026).
HIPMI mencatat ekonomi Indonesia tumbuh 5,29 persen secara tahunan pada kuartal II 2026. Investasi bahkan tumbuh 6,87 persen, sementara konsumsi pemerintah melonjak 15,97 persen. Menurut Jona, angka tersebut menunjukkan pemerintah memiliki ruang strategis untuk mempertahankan momentum pertumbuhan melalui kualitas dan efektivitas belanja negara.
""Sekarang tantangannya adalah kualitas pertumbuhan. Setiap rupiah belanja pemerintah harus menghasilkan efek berganda yang semakin besar kepada ekonomi. Pengusaha nasional, UMKM, industri dalam negeri dan tenaga kerja lokal harus semakin banyak menjadi bagian dari aktivitas ekonomi yang diciptakan APBN,"" ujarnya.
HIPMI juga menilai kesinambungan kebijakan menjadi penting di tengah ketidakpastian global. Pengalaman Suahasil di Kementerian Keuangan diharapkan dapat membuat proses transisi berjalan cepat tanpa mengganggu agenda ekonomi pemerintah.
Jona menambahkan, koordinasi kebijakan fiskal, moneter, investasi dan sektor riil perlu semakin diperkuat agar pertumbuhan tidak hanya bergantung pada belanja pemerintah.
""Kita ingin APBN menjadi katalis, bukan satu-satunya mesin. Keberhasilannya justru ketika belanja negara mampu menarik lebih banyak investasi swasta, menggerakkan pengusaha daerah dan menciptakan pusat-pusat pertumbuhan ekonomi baru,"" kata Jona.
Menurut HIPMI, agenda tersebut penting karena Indonesia membutuhkan pertumbuhan yang semakin kuat untuk menyediakan lapangan pekerjaan sekaligus melahirkan lebih banyak pengusaha baru.
""HIPMI siap menjadi mitra pemerintah. Target akhirnya harus sama: menjaga kepercayaan terhadap ekonomi Indonesia sekaligus membuat dunia usaha semakin berani berekspansi, berinvestasi, dan membuka lapangan kerja,"" tutup Jona.
(ega/ega)",finance
110,"Acara serah terima jabatan (Sertijab) posisi Menteri Keuangan dari Purbaya Yudhi Sadewa kepada Suahasil Nazara dilakukan hari ini. Serah terima ini dilakukan menyusul pelantikan Suahasil sebagai Menteri Keuangan baru oleh Presiden Prabowo Subianto, Senin (14/9/2025).
Berdasarkan pantauan detikcom di kantor Kementerian Keuangan, Selasa (15/9/2025), Purbaya tiba sekitar pukul 11.01 WIB. la turun dari mobil tampil rapi memakai jas hitam dengan dasi pink.
Meski begitu, saat tiba di lokasi, Purbaya hening. Dia enggan memberikan komentar apapun. Purbaya hanya berjalan di tengah kerumunan wartawan dengan tersenyum. 
 
Setibanya di lokasi, ia langsung menuju Aula Juanda. Sesaat setelahnya acara serah terima jabatan ini langsung dimulai, dan terlihat Suahasil Nazara sudah berada di lokasi meski sejak pagi belum terlihat.
Di luar itu, sejumlah pejabat negara hadir dalam acara penyerahan jabatan Menkeu dari Purbaya Yudhi Sadewa kepada Suahasil Nazara hari ini, Selasa (15/9).
Berdasarkan pantauan detikcom di Gedung Djuanda 1 Kementerian Keuangan, hadir Ketua Komisi XI DPR RI Mukhamad Misbakhun juga terlihat mendatangi Kantor Kemenkeu. Komisi XI DPR RI sendiri merupakan mitra kerja Purbaya semasa masih menjabat sebagai Menkeu.
Nama-nama lain yang tampak hadir antara lain Gubernur Bank Indonesia (BI) Destry Damayanti, Deputi Gubernur BI Thomas Djiwandono, Ketua Dewan Komisioner Lembaga Penjamin Simpanan (LPS) Anggito Abimanyu.
Ada juga perwakilan dari dunia usaha, hadir Ketua Umum Asosiasi Pengusaha Indonesia (Apindo) Shinta Kamdani, dan lainnya. Kemudian hadir Kepala Badan Komunikasi Pemerintah Republik Indonesia (Bakom RI) Muhammad Qodari.
Sementara itu, lobi Gedung Djuanda 1 tampak dipadati para pegawai Kementerian Keuangan yang menunggu kedatangan Suahasil dan Purbaya. Sebab acara serah terima jabatan ini rencananya dilakukan pukul 10.30 WIB.
Simak Video 'Purbaya Resmi Serahkan Jabatan Menkeu ke Suahasil':
(igo/fdl)",finance
111,"Purbaya Yudhi Sadewa resmi melepas jabatannya sebagai Menteri Keuangan (Menkeu) usai satu tahun memimpin Kementerian Keuangan kepada Suahasil Nazara. Proses Serah Terima Jabatan (Sertijab) berlangsung hari ini di Aula Mezzanine, Gedung Djuanda 1 Kementerian Keuangan di Jakarta Pusat, Selasa (15/9).
Prosesi serah terima jabatan (sertijab) dilakukan sehari usai pelantikan Suahasil oleh Presiden Prabowo Subianto di Istana Negara pada Senin (14/9) kemarin. Dalam kesempatan tersebut Purbaya tak berbicara banyak. Ia hanya mengucapkan terima kasih kepada seluruh jajaran Kementerian Keuangan (Kemenkeu) selama satu tahun terakhir.
""Terima kasih semua atas kerjasama selama satu tahun terakhir ini,"" ujar Purbaya singkat.
Sementara itu, Suahasil Nazara menyebut pada momen ini Purbaya memberikannya sebuah iPad. Ia juga mengapresiasi kinerja Purbaya selama satu tahun terakhir.
""Pak Purbaya ngasih saya i-Pad. Kemudian resmi penyerahan serah terima jabatan. Saya ingin menyampaikan penghargaan yang luar biasa apresiasi setinggi-tingginya kepada Pak Purbaya Yudhi Sadewa yang selama 1 tahun terakhir memimpin kementerian keuangan,"" ujar Suahasil.
Menurutnya, Purbaya memperkenalkan cara bekerja Kemenkeu yang menjadi refleksi seluruh pekerjaan Kemenkeu. Bahkan, Suahasil menyebut ada beberapa pekerjaan Kemenkeu yang baru dimengerti masyarakat
""Bahkan yang pekerjaan kementerian keuangan itu ada yang diterima oleh masyarakat sehingga baru tahu sebenarnya kita sudah mengerjakan ini dari dulu,"" jelasnya.
Sebagai informasi, pelantikan Suahasil sebagai Menkeu baru ini menjadi pergantian 'pemain' kedua untuk jabatan bendahara negara. Di mana, Purbaya tercatat menjabat Menkeu selama setahun sejak dilantik Prabowo pada 8 September 2025, menggantikan Sri Mulyani.
Simak Video 'Purbaya Resmi Serahkan Jabatan Menkeu ke Suahasil':",finance
112,"Direktur Utama PT Agrinas Pangan Nusantara, Joao Angelo De Sousa Mota, menduga ada upaya sabotase terhadap operasional Koperasi Desa/Kelurahan Merah Putih (KDMP) alias kopdes. Dugaan sabotase ini terjadi menyusul proses penempatan manajer yang belum rampung hingga saat ini.
Joao menegaskan, Agrinas siap menyerap dan menempatkan 13.000 hingga 15.000 manajer kopdes. Ia pun mempertanyakan hambatan yang dihadapi regulator terkait penempatan ribuan manajer kopdes tersebut.
Penempatan manajer kopdes ini menjadi kewenangan dari Kementerian Koperasi (Kemenkop) dan Badan Pengaturan (BP) Badan Usaha Milik Negara (BUMN). Menurut Joao, kedua pihak tersebut harus bergerak cepat untuk menempatkan ribuan manajer kopdes.
""Ini kan manajer-manajer ini juga menjadi, akhirnya kan menjadi rame gitu. Apa sih susahnya gitu? Apa kendalanya gitu? Sudah kalau nggak ini, kasih saja kayak Agrinas, kasih nama-namanya, kasih kontaknya, kami kirim email, kami kirim ini. Gampang nggak perlu ada biaya-biaya,"" ungkap Joao dalam unggahan Instagram resminya @bung.joaomota, Selasa (15/9/2026).
| Baca juga: Operasional Kopdes Merah Putih Dikebut | 
Joao juga mempertanyakan inisiatif pemegang kewenangan penempatan manajer kopdes yang dianggap kurang kreatif. Kondisi ini dianggap menghambat operasional program Presiden Prabowo Subianto.
Padahal menurutnya, semua pihak mestinya berlu mendorong seluruh program Prabowo berjalan sesuai rencana. Ia pun mempertanyakan kendala dan hambatan yang menyebabkan lambatnya penempatan manajer kopdes.
""Ini semua kok sepertinya sedikit-sedikit harus dilempar ke Pak Presiden. Apa sih ini kendalanya gitu? Masalahnya cuman hanya menempatkan orang kok susah sekali gitu. Kayak saya nggak habis pikir gitu, itu ada apa? Ini adalah bentuk-bentuk sabotase gitu secara struktural gitu, karena tidak ingin melihat program Presiden yang sangat bagus ini bisa berjalan gitu,"" pungkasnya.
Simak juga Video 'Prabowo Bakal Bikin Koperasi Merah Putih Punya Klinik Kesehatan':
(ahi/ara)",finance
113,"Menteri Pertanian (Mentan) Andi Amran Sulaiman mengungkap dugaan penipuan dalam peredaran beras fortifikasi. Nilai kerugian dari praktik tersebut ditaksir mencapai puluhan triliun rupiah.
Amran sempat memaparkan merk-merk beras fortifikasi yang diduga melakukan penipuan. Pantauan detikcom, terdapat nama besar seperti beras merk Sumo, Rojolele, hingga idola.
| Menteri Pertanian Amran Sulaiman ungkap beras fortifikasi diduga penipuan Foto: Ilyas Fadilah | 
Dari 27 merk yang diperiksa, sebanyak 25 dinyatakan tidak memenuhi syarat sementara 2 lainnya memenuhi syarat. Beras yang tidak memenuhi syarat merupakan beras yang kadungan gizinya tidak sesuai dengan klaim yang terpasang pada kemasan.
| Baca juga: Mafia Beras Dibongkar Pekan Depan! | 
Amran juga menyoroti harga beras fortifikasi yang ditemukan mencapai Rp 57.000 per kilogram (kg). Padahal, berdasarkan perhitungannya, harga beras tersebut seharusnya sekitar Rp 13.000/kg, sementara tambahan biaya untuk proses fortifikasi diperkirakan hanya Rp 1.000.
""Beras fortifikasi dijual tertinggi Rp 57.000. Mana bisa orang miskin membeli harga Rp 57.000? Padahal begitu dicek, seharusnya harganya Rp 13.000. Karena vitamin tadi yang disyaratkan di labelnya itu tidak sesuai. Ini diduga ya, penipuan selisih Rp 44.000 per kilo, yang tertinggi ya,"" kata Amran dalam konferensi pers di kantor Kementan, Jakarta Selatan, Selasa (15/9/2026).
Amran menilai kondisi tersebut membuat beras fortifikasi tidak lagi tepat sasaran. Ia pun menaksir nilai dugaan praktik penipuan terkait beras fortifikasi mencapai Rp 89 triliun.
""Ini sudah tidak tepat sasaran. Kemudian saat ini juga ada praktek penipuan terhadap beras fortifikasi, nilainya ini estimasi ya, Rp 89 triliun. Sesuai data BPS, 39% beras yang beredar premium dan fortifikasi. Sekarang premium hilang, menjelma menjadi fortifikasi,"" tuturnya.
Adapun inisial merek beras yang dianggap tidak memenuhi syarat antara lain WFO, TKS, IMF, NUR, TKL, HOK, BRV, IMR, IHJ, IAK, PBK, GNB, DTR, TKR, WJK, PLK, MKY, IMC, PTK, ARP, ARN, SKM, GNM, dan TAR dan CMS. Sementara SMP dan IAP dianggap memenuhisyarat.
Rata-rata harga jual dari beras tersebut adalah Rp 23.385 per kilogram, sementara harga wajarnya adalah Rp 13.689. Artinya rata-rata selisih diduga penipuan mencapai Rp 9.695 per kilogram.
Simak Video 'Mentan Ungkap 25 Merek Beras Fortifikasi Diduga Abal-abal':
(acd/acd)",finance
114,"Ada momen menarik di prosesi serah terima jabatan (sertijab) Menteri Keuangan dari Purbaya Yudhi Sadewa ke Suahasil Nazara hari ini. Suahasil yang baru saja menerima tongkat estafet kepemimpinan, mengaku mendapatkan sebuah iPad langsung dari Purbaya.
""Tadi Pak Purbaya ngasih saya iPad. Laporannya di iPad. Lalu kemudian resmi penyerahan serah terima jabatan ini,"" ujar Suahasil usai penandatanganan penyerahan sertijab di Kementerian Keuangan (Kemenkeu), Selasa (15/9/2026).
Suahasil pun menyampaikan apresiasi dan penghargaan setinggi-tingginya kepada Purbaya yang telah menakhodai Kemenkeu selama satu tahun terakhir. Menurutnya, Purbaya berhasil membawa cara baru dalam kementerian.
""Bahkan yang pekerjaan Kementerian Keuangan itu ada yang diterima oleh masyarakat sehingga baru tahu, sebenarnya kita sudah mengerjakan ini dari dulu. Pak Purbaya lalu kemudian menyampaikan, 'Ini loh yang sudah dikerjakan dan ini adalah suatu kesempatan yang sangat baik,"" beber Suahasil.
Menurut Suahasil, memimpin Kemenkeu bukanlah tugas yang mudah karena memikul tanggung jawab yang sangat besar. Namun, Purbaya dinilai sukses merampungkan berbagai tantangan tersebut dengan baik.
""Tentu memimpin Kementerian Keuangan itu suatu tanggung jawab besar yang Pak Purbaya selesaikan dengan baik selama 1 tahun terakhir, dan atas nama keluarga besar Kementerian Keuangan, saya ingin menyampaikan terima kasih dan penghormatan kepada Bapak Purbaya dan juga Ibu yang dari keluarga yang telah bersedia membaktikan diri kepada Republik Indonesia,"" imbuh Suahasil.
Suahasil juga menyoroti bagaimana Purbaya berhasil memperkuat semangat soliditas di internal kementerian. Warisan kolaborasi lintas unit yang semakin erat inilah yang kini diterimanya untuk dilanjutkan.
""Pak Purbaya meneruskan legasi Kemenkeu 1 tersebut dan memperkuatnya sehingga kolaborasi lintas unit semakin telah semakin erat. Dan ini adalah situasi yang saya warisi dan saya ingin menyampaikan terima kasih untuk itu,"" jelasnya.
Simak Video 'Purbaya Resmi Serahkan Jabatan Menkeu ke Suahasil':
(acd/acd)",finance
